time_s,CoM_cm,eta_boundary_cm
0.000000e+00,-2.639645e-02,4.102332e-20
1.851852e-04,-2.638078e-02,8.595990e-11
3.703704e-04,-2.636306e-02,1.981263e-10
5.555556e-04,-2.634538e-02,3.285445e-10
7.407407e-04,-2.632861e-02,4.739852e-10
9.259259e-04,-2.631321e-02,6.327666e-10
1.111111e-03,-2.629940e-02,8.038682e-10
1.296296e-03,-2.628731e-02,9.866001e-10
1.481481e-03,-2.627698e-02,1.180453e-09
1.666667e-03,-2.626841e-02,1.385019e-09
1.851852e-03,-2.626155e-02,1.599953e-09
2.037037e-03,-2.625635e-02,1.824940e-09
2.222222e-03,-2.625272e-02,2.059685e-09
2.407407e-03,-2.625057e-02,2.303903e-09
2.592593e-03,-2.624980e-02,2.557311e-09
2.777778e-03,-2.625032e-02,2.819625e-09
2.962963e-03,-2.625200e-02,3.090562e-09
3.148148e-03,-2.625476e-02,3.369837e-09
3.333333e-03,-2.625847e-02,3.657168e-09
3.518519e-03,-2.626306e-02,3.952279e-09
3.703704e-03,-2.626841e-02,4.254906e-09
3.888889e-03,-2.627444e-02,4.564801e-09
4.074074e-03,-2.628108e-02,4.881745e-09
4.259259e-03,-2.628825e-02,5.205546e-09
4.444444e-03,-2.629590e-02,5.536054e-09
4.629630e-03,-2.630395e-02,5.873164e-09
4.814815e-03,-2.631239e-02,6.216816e-09
5.000000e-03,-2.632116e-02,6.567002e-09
5.185185e-03,-2.633026e-02,6.923765e-09
5.370370e-03,-2.633967e-02,7.287195e-09
5.555556e-03,-2.634938e-02,7.657429e-09
5.740741e-03,-2.635941e-02,8.034643e-09
5.925926e-03,-2.636978e-02,8.419049e-09
6.111111e-03,-2.638050e-02,8.815395e-09
6.296296e-03,-2.639162e-02,9.220752e-09
6.481481e-03,-2.640319e-02,9.633459e-09
6.666667e-03,-2.641523e-02,1.005347e-08
6.851852e-03,-2.642782e-02,1.048130e-08
7.037037e-03,-2.644101e-02,1.091689e-08
7.222222e-03,-2.645486e-02,1.136089e-08
7.407407e-03,-2.646945e-02,1.181329e-08
7.592593e-03,-2.648483e-02,1.227477e-08
7.777778e-03,-2.650107e-02,1.274544e-08
7.962963e-03,-2.651825e-02,1.322593e-08
8.148148e-03,-2.653642e-02,1.371655e-08
8.333333e-03,-2.655565e-02,1.421775e-08
8.518519e-03,-2.657600e-02,1.473016e-08
8.703704e-03,-2.659752e-02,1.525411e-08
8.888889e-03,-2.662027e-02,1.579013e-08
9.074074e-03,-2.664427e-02,1.633878e-08
9.259259e-03,-2.666957e-02,1.690061e-08
9.444444e-03,-2.669620e-02,1.747615e-08
9.629630e-03,-2.672416e-02,1.806563e-08
9.814815e-03,-2.675348e-02,1.866821e-08
1.000000e-02,-2.678414e-02,1.928399e-08
1.018519e-02,-2.681614e-02,1.991311e-08
1.037037e-02,-2.684945e-02,2.055569e-08
1.055556e-02,-2.688406e-02,2.121180e-08
1.074074e-02,-2.691990e-02,2.188151e-08
1.092593e-02,-2.695695e-02,2.256485e-08
1.111111e-02,-2.699512e-02,2.326182e-08
1.129630e-02,-2.703436e-02,2.397239e-08
1.148148e-02,-2.707459e-02,2.469649e-08
1.166667e-02,-2.711572e-02,2.543404e-08
1.185185e-02,-2.715766e-02,2.618491e-08
1.203704e-02,-2.720031e-02,2.694894e-08
1.222222e-02,-2.724356e-02,2.772595e-08
1.240741e-02,-2.728730e-02,2.851574e-08
1.259259e-02,-2.733143e-02,2.931805e-08
1.277778e-02,-2.737582e-02,3.013263e-08
1.296296e-02,-2.742036e-02,3.095919e-08
1.314815e-02,-2.746493e-02,3.179743e-08
1.333333e-02,-2.750941e-02,3.264703e-08
1.351852e-02,-2.755368e-02,3.350763e-08
1.370370e-02,-2.759764e-02,3.437891e-08
1.388889e-02,-2.764117e-02,3.526049e-08
1.407407e-02,-2.768417e-02,3.615202e-08
1.425926e-02,-2.772654e-02,3.705313e-08
1.444444e-02,-2.776819e-02,3.796345e-08
1.462963e-02,-2.780904e-02,3.888264e-08
1.481481e-02,-2.784900e-02,3.981032e-08
1.500000e-02,-2.788803e-02,4.074617e-08
1.518519e-02,-2.792604e-02,4.168986e-08
1.537037e-02,-2.796301e-02,4.264108e-08
1.555556e-02,-2.799890e-02,4.359954e-08
1.574074e-02,-2.803367e-02,4.456498e-08
1.592593e-02,-2.806732e-02,4.553714e-08
1.611111e-02,-2.809985e-02,4.651582e-08
1.629630e-02,-2.813125e-02,4.750082e-08
1.648148e-02,-2.816156e-02,4.849200e-08
1.666667e-02,-2.819080e-02,4.948921e-08
1.685185e-02,-2.821900e-02,5.049237e-08
1.703704e-02,-2.824622e-02,5.150141e-08
1.722222e-02,-2.827252e-02,5.251629e-08
1.740741e-02,-2.829796e-02,5.353702e-08
1.759259e-02,-2.832261e-02,5.456362e-08
1.777778e-02,-2.834656e-02,5.559616e-08
1.796296e-02,-2.836989e-02,5.663471e-08
1.814815e-02,-2.839268e-02,5.767940e-08
1.833333e-02,-2.841504e-02,5.873036e-08
1.851852e-02,-2.843706e-02,5.978775e-08
1.870370e-02,-2.845883e-02,6.085176e-08
1.888889e-02,-2.848045e-02,6.192257e-08
1.907407e-02,-2.850202e-02,6.300041e-08
1.925926e-02,-2.852363e-02,6.408549e-08
1.944444e-02,-2.854537e-02,6.517805e-08
1.962963e-02,-2.856733e-02,6.627833e-08
1.981481e-02,-2.858959e-02,6.738655e-08
2.000000e-02,-2.861222e-02,6.850296e-08
2.018519e-02,-2.863530e-02,6.962778e-08
2.037037e-02,-2.865889e-02,7.076124e-08
2.055556e-02,-2.868302e-02,7.190355e-08
2.074074e-02,-2.870776e-02,7.305490e-08
2.092593e-02,-2.873313e-02,7.421548e-08
2.111111e-02,-2.875915e-02,7.538542e-08
2.129630e-02,-2.878584e-02,7.656488e-08
2.148148e-02,-2.881320e-02,7.775396e-08
2.166667e-02,-2.884122e-02,7.895273e-08
2.185185e-02,-2.886989e-02,8.016126e-08
2.203704e-02,-2.889917e-02,8.137957e-08
2.222222e-02,-2.892903e-02,8.260764e-08
2.240741e-02,-2.895942e-02,8.384545e-08
2.259259e-02,-2.899027e-02,8.509290e-08
2.277778e-02,-2.902154e-02,8.634991e-08
