time_s,CoM_cm,eta_boundary_cm
0.000000e+00,-2.639645e-02,4.102332e-20
4.166667e-04,-2.640467e-02,3.827847e-10
8.333333e-04,-2.645420e-02,9.984031e-10
1.250000e-03,-2.654495e-02,1.836991e-09
1.666667e-03,-2.667332e-02,2.897733e-09
2.083333e-03,-2.683454e-02,4.180221e-09
2.500000e-03,-2.702338e-02,5.682472e-09
2.916667e-03,-2.723437e-02,7.400385e-09
3.333333e-03,-2.746198e-02,9.327665e-09
3.750000e-03,-2.770073e-02,1.145596e-08
4.166667e-03,-2.794524e-02,1.377510e-08
4.583333e-03,-2.819028e-02,1.627337e-08
5.000000e-03,-2.843088e-02,1.893770e-08
5.416667e-03,-2.866232e-02,2.175384e-08
5.833333e-03,-2.888020e-02,2.470640e-08
6.250000e-03,-2.908048e-02,2.777887e-08
6.666667e-03,-2.925949e-02,3.095355e-08
7.083333e-03,-2.941400e-02,3.421156e-08
7.500000e-03,-2.954122e-02,3.753282e-08
7.916667e-03,-2.963880e-02,4.089612e-08
8.333333e-03,-2.970489e-02,4.427931e-08
8.750000e-03,-2.973813e-02,4.765944e-08
9.166667e-03,-2.973764e-02,5.101304e-08
9.583333e-03,-2.970303e-02,5.431645e-08
1.000000e-02,-2.963444e-02,5.754615e-08
1.041667e-02,-2.953243e-02,6.067905e-08
1.083333e-02,-2.939808e-02,6.369293e-08
1.125000e-02,-2.923289e-02,6.656671e-08
1.166667e-02,-2.903878e-02,6.928078e-08
1.208333e-02,-2.881809e-02,7.181736e-08
1.250000e-02,-2.857349e-02,7.416070e-08
1.291667e-02,-2.830800e-02,7.629740e-08
1.333333e-02,-2.802493e-02,7.821654e-08
1.375000e-02,-2.772782e-02,7.990993e-08
1.416667e-02,-2.742043e-02,8.137220e-08
1.458333e-02,-2.710667e-02,8.260094e-08
1.500000e-02,-2.679056e-02,8.359672e-08
1.541667e-02,-2.647617e-02,8.436316e-08
1.583333e-02,-2.616761e-02,8.490687e-08
1.625000e-02,-2.586892e-02,8.523744e-08
1.666667e-02,-2.558408e-02,8.536733e-08
1.708333e-02,-2.531693e-02,8.531176e-08
1.750000e-02,-2.507114e-02,8.508854e-08
1.791667e-02,-2.485014e-02,8.471790e-08
1.833333e-02,-2.465713e-02,8.422226e-08
1.875000e-02,-2.449498e-02,8.362599e-08
1.916667e-02,-2.436625e-02,8.295516e-08
